transaction_id,customer_id,date,category,description,amount,direction,balance_after,is_anomaly
144365a3-5,CUST07972B,2026-02-15,Transportation,UBER *TRIP 730,119.88,debit,8658.37,False
3fa2350e-0,CUST07972B,2026-02-16,Entertainment,GAMING STORE PURCHASE,5.0,debit,8653.37,False
4a84d8ac-0,CUST07972B,2026-02-17,Healthcare,PHARMACY PURCHASE,735.67,debit,7917.7,False
82222fc0-c,CUST07972B,2026-02-18,Healthcare,PHARMACY PURCHASE,61.75,debit,7855.95,False
266683c3-a,CUST07972B,2026-02-19,Transportation,UBER *TRIP 332,231.22,debit,7624.73,False
65a4e9ac-4,CUST07972B,2026-02-19,Savings Transfer,INTERNAL XFER - SAVINGS,52.54,debit,7572.19,False
141f685c-b,CUST07972B,2026-02-21,Utilities,WATER CO. AUTOPAY,752.29,debit,6819.9,False
91f17070-e,CUST07972B,2026-02-22,Entertainment,CINEMA TICKET PURCHASE,247.73,debit,6572.17,False
bd5984a7-7,CUST07972B,2026-02-23,Shopping,ONLINE STORE CHECKOUT,1079.47,debit,5492.7,False
d4b4071b-0,CUST07972B,2026-02-24,Groceries,CARREFOUR HYPERMARKET,1700.63,debit,3792.07,False
7ef3dee6-3,CUST07972B,2026-02-24,Transportation,FUEL STATION PURCHASE,265.02,debit,3527.05,False
02efc980-5,CUST07972B,2026-02-24,Healthcare,PHARMACY PURCHASE,76.9,debit,3450.15,False
f6257568-2,CUST07972B,2026-02-25,Groceries,CARREFOUR HYPERMARKET,38.6,debit,3411.55,False
88f75c59-4,CUST07972B,2026-02-28,Groceries,SPINNEYS #798,61.05,debit,3350.5,False
a0ac383a-5,CUST07972B,2026-03-01,Utilities,Internet Bill - AUTOPAY,790.66,debit,2559.84,False
b4a26ce5-a,CUST07972B,2026-03-01,Dining/Restaurants,POS - LOCAL RESTAURANT,372.89,debit,2186.95,False
d6f94212-5,CUST07972B,2026-03-01,Savings Transfer,TRANSFER TO SAVINGS ACCT,1380.58,debit,806.37,False
08870ebf-d,CUST07972B,2026-03-02,Salary,MONTHLY SALARY CREDIT,21600.0,credit,22406.37,False
c5e9de83-4,CUST07972B,2026-03-02,Transportation,FUEL STATION PURCHASE,211.39,debit,22194.98,False
73a9cd85-c,CUST07972B,2026-03-02,Shopping,AMAZON.EG ORDER,244.3,debit,21950.68,False
2d05d440-7,CUST07972B,2026-03-02,Shopping,AMAZON.EG ORDER,783.36,debit,21167.32,False
27ad9386-5,CUST07972B,2026-03-02,Savings Transfer,INTERNAL XFER - SAVINGS,345.17,debit,20822.15,False
4efd3eb0-6,CUST07972B,2026-03-03,Entertainment,NETFLIX PPV CHARGE,385.23,debit,20436.92,False
88470ae8-a,CUST07972B,2026-03-03,Healthcare,PHARMACY PURCHASE,151.28,debit,20285.64,False
d2699a4f-2,CUST07972B,2026-03-04,Dining/Restaurants,POS - LOCAL RESTAURANT,1194.88,debit,19090.76,False
02b41575-4,CUST07972B,2026-03-05,Transportation,UBER *TRIP 387,149.84,debit,18940.92,False
102de5ae-6,CUST07972B,2026-03-08,Healthcare,CLINIC VISIT FEE,832.61,debit,18108.31,False
3f7cae0a-9,CUST07972B,2026-03-09,Transportation,UBER *TRIP 355,270.32,debit,17837.99,False
3d6016dc-5,CUST07972B,2026-03-09,Entertainment,NETFLIX PPV CHARGE,396.37,debit,17441.62,False
e9518d85-2,CUST07972B,2026-03-10,Transportation,CAREEM RIDE,45.57,debit,17396.05,False
86565106-7,CUST07972B,2026-03-11,Groceries,POS PURCHASE - LOCAL MARKET,1201.06,debit,16194.99,False
cfc40f88-d,CUST07972B,2026-03-11,Dining/Restaurants,POS - LOCAL RESTAURANT,342.79,debit,15852.2,False
ce5b7612-8,CUST07972B,2026-03-11,Entertainment,CINEMA TICKET PURCHASE,161.18,debit,15691.02,False
8d11d4dc-f,CUST07972B,2026-03-13,Transportation,CAREEM RIDE,238.03,debit,15452.99,False
1d0b44aa-c,CUST07972B,2026-03-14,Groceries,SPINNEYS #901,337.97,debit,15115.02,False
c0839318-9,CUST07972B,2026-03-15,Dining/Restaurants,POS - LOCAL RESTAURANT,54.7,debit,15060.32,False
1879594d-0,CUST07972B,2026-03-17,Healthcare,CLINIC VISIT FEE,5.0,debit,15055.32,False
acccf5b2-9,CUST07972B,2026-03-18,Groceries,SPINNEYS #838,385.66,debit,14669.66,False
05b1f7f5-3,CUST07972B,2026-03-18,Healthcare,LAB TEST PAYMENT,16.19,debit,14653.47,False
c95c6400-a,CUST07972B,2026-03-20,Savings Transfer,INTERNAL XFER - SAVINGS,59.44,debit,14594.03,False
4ff3a693-8,CUST07972B,2026-03-20,Savings Transfer,TRANSFER TO SAVINGS ACCT,509.58,debit,14084.45,False
d3b94937-9,CUST07972B,2026-03-21,Savings Transfer,INTERNAL XFER - SAVINGS,112.41,debit,13972.04,False
9526fb49-e,CUST07972B,2026-03-22,Rent/Installment,Home Loan Installment - ONLINE,7126.59,debit,6845.45,False
bd5b10c9-3,CUST07972B,2026-03-23,Subscriptions,NETFLIX.COM SUBSCRIPTION,581.31,debit,6264.14,False
32808242-0,CUST07972B,2026-03-24,Groceries,CARREFOUR HYPERMARKET,107.7,debit,6156.44,False
1f2e8fdb-5,CUST07972B,2026-03-28,Shopping,MALL PURCHASE - POS,635.35,debit,5521.09,False
3141bb42-3,CUST07972B,2026-04-01,Healthcare,PHARMACY PURCHASE,822.81,debit,4698.28,False
974ac58d-7,CUST07972B,2026-04-02,Salary,MONTHLY SALARY CREDIT,21600.0,credit,26298.28,False
0102cd29-3,CUST07972B,2026-04-03,Groceries,CARREFOUR HYPERMARKET,647.39,debit,25650.89,False
3298d4f6-8,CUST07972B,2026-04-03,Savings Transfer,TRANSFER TO SAVINGS ACCT,1747.39,debit,23903.5,False
9b0cad81-7,CUST07972B,2026-04-05,Shopping,ONLINE STORE CHECKOUT,1303.54,debit,22599.96,False
7f5a1333-e,CUST07972B,2026-04-07,Utilities,WATER CO. AUTOPAY,783.12,debit,21816.84,False
3ce08919-0,CUST07972B,2026-04-09,Healthcare,LAB TEST PAYMENT,22.03,debit,21794.81,False
9084ac56-2,CUST07972B,2026-04-11,Transportation,CAREEM RIDE,347.07,debit,21447.74,False
7993431e-8,CUST07972B,2026-04-11,Shopping,MALL PURCHASE - POS,142.24,debit,21305.5,False
d50a383f-c,CUST07972B,2026-04-12,Dining/Restaurants,MCDONALDS #566,649.24,debit,20656.26,False
b91288f3-0,CUST07972B,2026-04-13,Savings Transfer,INTERNAL XFER - SAVINGS,784.89,debit,19871.37,False
f0b59688-2,CUST07972B,2026-04-14,Shopping,ONLINE STORE CHECKOUT,469.02,debit,19402.35,False
3eff2a08-7,CUST07972B,2026-04-15,Dining/Restaurants,CAFE PURCHASE,397.02,debit,19005.33,False
23453d73-2,CUST07972B,2026-04-15,Entertainment,NETFLIX PPV CHARGE,74.01,debit,18931.32,False
9311ae4b-9,CUST07972B,2026-04-17,Groceries,POS PURCHASE - LOCAL MARKET,1047.7,debit,17883.62,False
971c9068-5,CUST07972B,2026-04-17,Subscriptions,NETFLIX.COM SUBSCRIPTION,628.22,debit,17255.4,False
664524e4-0,CUST07972B,2026-04-21,Entertainment,NETFLIX PPV CHARGE,792.95,debit,16462.45,False
ce310549-0,CUST07972B,2026-04-22,Transportation,FUEL STATION PURCHASE,536.3,debit,15926.15,False
502108ee-4,CUST07972B,2026-04-24,Groceries,SPINNEYS #651,5.0,debit,15921.15,False
823580d0-6,CUST07972B,2026-04-24,Dining/Restaurants,MCDONALDS #809,929.02,debit,14992.13,False
95b95b96-0,CUST07972B,2026-04-24,Healthcare,PHARMACY PURCHASE,94.0,debit,14898.13,False
f8220352-f,CUST07972B,2026-04-25,Rent/Installment,Monthly Rent Transfer,7095.87,debit,7802.26,False
f68be2fe-f,CUST07972B,2026-05-01,Transportation,FUEL STATION PURCHASE,101.21,debit,7701.05,False
1f1a5c20-a,CUST07972B,2026-05-01,Shopping,MALL PURCHASE - POS,65.32,debit,7635.73,False
ef1e545d-b,CUST07972B,2026-05-02,Salary,MONTHLY SALARY CREDIT,21600.0,credit,29235.73,False
48992031-1,CUST07972B,2026-05-03,Healthcare,PHARMACY PURCHASE,152.83,debit,29082.9,False
948c340c-5,CUST07972B,2026-05-03,Savings Transfer,INTERNAL XFER - SAVINGS,545.85,debit,28537.05,False
8fe6a200-a,CUST07972B,2026-05-04,Healthcare,LAB TEST PAYMENT,266.77,debit,28270.28,False
3466a3a4-8,CUST07972B,2026-05-05,Dining/Restaurants,MCDONALDS #933,30.61,debit,28239.67,False
b10e0042-3,CUST07972B,2026-05-08,Rent/Installment,Monthly Rent Transfer,7359.45,debit,20880.22,False
b651c1b0-f,CUST07972B,2026-05-08,Entertainment,CINEMA TICKET PURCHASE,144.18,debit,20736.04,False
278489e7-b,CUST07972B,2026-05-09,Dining/Restaurants,CAFE PURCHASE,200.28,debit,20535.76,False
78e37e88-6,CUST07972B,2026-05-09,Entertainment,CINEMA TICKET PURCHASE,173.09,debit,20362.67,False
1eadd32d-2,CUST07972B,2026-05-10,Subscriptions,GYM MEMBERSHIP AUTOPAY,623.24,debit,19739.43,False
eb04e762-a,CUST07972B,2026-05-11,Transportation,CAREEM RIDE,8.91,debit,19730.52,False
087acb0b-6,CUST07972B,2026-05-11,Savings Transfer,INTERNAL XFER - SAVINGS,1280.52,debit,18450.0,False
435dcc3d-5,CUST07972B,2026-05-11,Savings Transfer,TRANSFER TO SAVINGS ACCT,481.84,debit,17968.16,False
d3a4f1e8-f,CUST07972B,2026-05-12,Groceries,SPINNEYS #518,141.43,debit,17826.73,False
8d2f4024-7,CUST07972B,2026-05-13,Dining/Restaurants,POS - LOCAL RESTAURANT,434.93,debit,17391.8,False
6114252b-c,CUST07972B,2026-05-15,Groceries,POS PURCHASE - LOCAL MARKET,1776.25,debit,15615.55,False
1ddf2011-9,CUST07972B,2026-05-15,Healthcare,CLINIC VISIT FEE,484.9,debit,15130.65,False
9b53dd03-9,CUST07972B,2026-05-18,Entertainment,GAMING STORE PURCHASE,446.99,debit,14683.66,False
055a23ce-4,CUST07972B,2026-05-18,Shopping,ONLINE STORE CHECKOUT,1561.79,debit,13121.87,False
a8c58285-9,CUST07972B,2026-05-20,Entertainment,CINEMA TICKET PURCHASE,106.44,debit,13015.43,False
d659fa8f-a,CUST07972B,2026-05-22,Transportation,FUEL STATION PURCHASE,21.6,debit,12993.83,False
e9f02a32-4,CUST07972B,2026-05-24,Transportation,FUEL STATION PURCHASE,244.03,debit,12749.8,False
f5c1aed5-6,CUST07972B,2026-05-24,Dining/Restaurants,MCDONALDS #540,619.14,debit,12130.66,False
8ee7e3e5-b,CUST07972B,2026-05-24,Savings Transfer,TRANSFER TO SAVINGS ACCT,145.67,debit,11984.99,False
3f64283a-7,CUST07972B,2026-05-27,Utilities,WATER CO. AUTOPAY,726.63,debit,11258.36,False
a68556bf-f,CUST07972B,2026-05-27,Transportation,FUEL STATION PURCHASE,539.74,debit,10718.62,False
c5abc7d9-1,CUST07972B,2026-05-28,Dining/Restaurants,POS - LOCAL RESTAURANT,665.25,debit,10053.37,False
79b3aba1-f,CUST07972B,2026-06-01,Transportation,CAREEM RIDE,44.16,debit,10009.21,False
9df1ff8e-7,CUST07972B,2026-06-02,Healthcare,LAB TEST PAYMENT,672.79,debit,9336.42,False
db4f60fb-d,CUST07972B,2026-06-03,Salary,MONTHLY SALARY CREDIT,21600.0,credit,30936.42,False
a60ce305-0,CUST07972B,2026-06-04,Entertainment,CINEMA TICKET PURCHASE,35.46,debit,30900.96,False
e92c52c9-4,CUST07972B,2026-06-08,Groceries,POS PURCHASE - LOCAL MARKET,990.66,debit,29910.3,False
9d4311b4-2,CUST07972B,2026-06-09,Savings Transfer,TRANSFER TO SAVINGS ACCT,929.62,debit,28980.68,False
68a9e207-8,CUST07972B,2026-06-11,Rent/Installment,ACH DEBIT - RENT PAYMENT,7497.2,debit,21483.48,False
b5029795-b,CUST07972B,2026-06-11,Shopping,ONLINE STORE CHECKOUT,326.9,debit,21156.58,False
8b0e9998-c,CUST07972B,2026-06-12,Dining/Restaurants,POS - LOCAL RESTAURANT,604.48,debit,20552.1,False
9d9acab7-3,CUST07972B,2026-06-12,Entertainment,GAMING STORE PURCHASE,178.33,debit,20373.77,False
20382253-0,CUST07972B,2026-06-14,Entertainment,NETFLIX PPV CHARGE,129.03,debit,20244.74,False
1a741d0b-f,CUST07972B,2026-06-14,Savings Transfer,TRANSFER TO SAVINGS ACCT,431.71,debit,19813.03,False
ccd8f07e-4,CUST07972B,2026-06-16,Groceries,CARREFOUR HYPERMARKET,482.83,debit,19330.2,False
2cbbc2c1-0,CUST07972B,2026-06-16,Entertainment,GAMING STORE PURCHASE,689.71,debit,18640.49,False
2708f154-0,CUST07972B,2026-06-16,Subscriptions,SPOTIFY AB,674.96,debit,17965.53,False
8c038e32-3,CUST07972B,2026-06-17,Healthcare,PHARMACY PURCHASE,276.05,debit,17689.48,False
6887a974-7,CUST07972B,2026-06-21,Utilities,ELECTRICITY BILL PMT,775.36,debit,16914.12,False
c8644084-7,CUST07972B,2026-06-21,Dining/Restaurants,CAFE PURCHASE,1398.98,debit,15515.14,False
4d042e56-7,CUST07972B,2026-06-23,Dining/Restaurants,POS - LOCAL RESTAURANT,80.9,debit,15434.24,False
c055a9c8-7,CUST07972B,2026-06-23,Shopping,MALL PURCHASE - POS,1528.46,debit,13905.78,False
506a3e4a-4,CUST07972B,2026-06-24,Groceries,SPINNEYS #389,216.07,debit,13689.71,False
59dfee07-0,CUST07972B,2026-06-24,Savings Transfer,TRANSFER TO SAVINGS ACCT,31.58,debit,13658.13,False
00d3aa93-5,CUST07972B,2026-06-27,Savings Transfer,TRANSFER TO SAVINGS ACCT,867.69,debit,12790.44,False
b95f4023-e,CUST07972B,2026-06-28,Transportation,FUEL STATION PURCHASE,854.0,debit,11936.44,False
74ac50d9-6,CUST247CF8,2026-01-01,Entertainment,NETFLIX PPV CHARGE,56.9,debit,8911.27,False
d0c3df9a-d,CUST247CF8,2026-01-02,Salary,MONTHLY SALARY CREDIT,25900.0,credit,34811.27,False
ab83f925-6,CUST247CF8,2026-01-02,Groceries,CARREFOUR HYPERMARKET,303.27,debit,34508.0,False
dd51c660-d,CUST247CF8,2026-01-03,Subscriptions,NETFLIX.COM SUBSCRIPTION,463.93,debit,34044.07,False
e0676e49-5,CUST247CF8,2026-01-04,Groceries,POS PURCHASE - LOCAL MARKET,172.88,debit,33871.19,False
c9defe8b-3,CUST247CF8,2026-01-04,Dining/Restaurants,CAFE PURCHASE,35.41,debit,33835.78,False
101fa461-7,CUST247CF8,2026-01-04,Shopping,ONLINE STORE CHECKOUT,357.02,debit,33478.76,False
67440649-f,CUST247CF8,2026-01-05,Transportation,FUEL STATION PURCHASE,758.07,debit,32720.69,False
3d0da6b9-b,CUST247CF8,2026-01-05,Shopping,ONLINE STORE CHECKOUT,23.73,debit,32696.96,False
3f399499-e,CUST247CF8,2026-01-07,Dining/Restaurants,CAFE PURCHASE,916.45,debit,31780.51,False
3d4cc30b-6,CUST247CF8,2026-01-08,Savings Transfer,INTERNAL XFER - SAVINGS,89.92,debit,31690.59,False
7ec3955e-6,CUST247CF8,2026-01-09,Entertainment,NETFLIX PPV CHARGE,425.11,debit,31265.48,False
6e993e97-2,CUST247CF8,2026-01-11,Groceries,SPINNEYS #320,778.43,debit,30487.05,False
b5f75982-d,CUST247CF8,2026-01-12,Utilities,Internet Bill - NBE,1535.04,debit,28952.01,False
ec160f72-f,CUST247CF8,2026-01-12,Entertainment,GAMING STORE PURCHASE,44.38,debit,28907.63,False
98c9a17e-5,CUST247CF8,2026-01-14,Healthcare,CLINIC VISIT FEE,67.17,debit,28840.46,False
bee40394-3,CUST247CF8,2026-01-15,Dining/Restaurants,MCDONALDS #202,142.38,debit,28698.08,False
51102c43-3,CUST247CF8,2026-01-15,Entertainment,CINEMA TICKET PURCHASE,1091.14,debit,27606.94,False
54665101-0,CUST247CF8,2026-01-16,Savings Transfer,TRANSFER TO SAVINGS ACCT,55.16,debit,27551.78,False
d9e2ae2a-2,CUST247CF8,2026-01-18,Rent/Installment,ACH DEBIT - RENT PAYMENT,5907.9,debit,21643.88,False
e05cb899-1,CUST247CF8,2026-01-18,Entertainment,GAMING STORE PURCHASE,295.19,debit,21348.69,False
23017c98-e,CUST247CF8,2026-01-18,Shopping,AMAZON.EG ORDER,417.8,debit,20930.89,False
6c91eca1-6,CUST247CF8,2026-01-18,Savings Transfer,INTERNAL XFER - SAVINGS,960.35,debit,19970.54,False
9b24f6d5-5,CUST247CF8,2026-01-23,Healthcare,LAB TEST PAYMENT,577.36,debit,19393.18,False
cc8880f0-8,CUST247CF8,2026-01-23,Savings Transfer,TRANSFER TO SAVINGS ACCT,285.58,debit,19107.6,False
982507e5-d,CUST247CF8,2026-01-24,Groceries,CARREFOUR HYPERMARKET,1941.38,debit,17166.22,False
f1053ba9-f,CUST247CF8,2026-01-24,Dining/Restaurants,MCDONALDS #409,309.83,debit,16856.39,False
e63ddf38-f,CUST247CF8,2026-01-26,Dining/Restaurants,POS - LOCAL RESTAURANT,353.11,debit,16503.28,False
96a635ca-6,CUST247CF8,2026-01-27,Transportation,CAREEM RIDE,35.76,debit,16467.52,False
655f786d-5,CUST247CF8,2026-01-27,Healthcare,PHARMACY PURCHASE,495.19,debit,15972.33,False
d474bb1e-0,CUST247CF8,2026-01-28,Groceries,CARREFOUR HYPERMARKET,198.35,debit,15773.98,False
a46f36d3-9,CUST247CF8,2026-01-28,Transportation,UBER *TRIP 178,264.73,debit,15509.25,False
737fda43-4,CUST247CF8,2026-02-01,Salary,MONTHLY SALARY CREDIT,25900.0,credit,41409.25,False
783c8007-a,CUST247CF8,2026-02-01,Transportation,CAREEM RIDE,72.07,debit,41337.18,False
bb1bf63f-d,CUST247CF8,2026-02-03,Dining/Restaurants,POS - LOCAL RESTAURANT,1352.86,debit,39984.32,False
3e480e61-3,CUST247CF8,2026-02-04,Utilities,ELECTRICITY BILL PMT,1510.25,debit,38474.07,False
5a540b41-3,CUST247CF8,2026-02-04,Groceries,SPINNEYS #401,27.5,debit,38446.57,False
3d08f210-8,CUST247CF8,2026-02-04,Shopping,AMAZON.EG ORDER,199.47,debit,38247.1,False
3d3dd15f-3,CUST247CF8,2026-02-05,Transportation,CAREEM RIDE,613.09,debit,37634.01,False
e1a80187-7,CUST247CF8,2026-02-06,Groceries,CARREFOUR HYPERMARKET,1354.48,debit,36279.53,False
b1350bc0-6,CUST247CF8,2026-02-06,Transportation,FUEL STATION PURCHASE,269.97,debit,36009.56,False
7ca4b97d-f,CUST247CF8,2026-02-06,Healthcare,CLINIC VISIT FEE,228.02,debit,35781.54,False
9c378b24-c,CUST247CF8,2026-02-09,Entertainment,GAMING STORE PURCHASE,563.03,debit,35218.51,False
f504969b-f,CUST247CF8,2026-02-10,Entertainment,NETFLIX PPV CHARGE,666.92,debit,34551.59,False
0a5d477e-d,CUST247CF8,2026-02-11,Transportation,FUEL STATION PURCHASE,320.49,debit,34231.1,False
16073a29-2,CUST247CF8,2026-02-11,Shopping,ONLINE STORE CHECKOUT,546.21,debit,33684.89,False
a9f02808-2,CUST247CF8,2026-02-11,Healthcare,PHARMACY PURCHASE,7.88,debit,33677.01,False
81a6e083-6,CUST247CF8,2026-02-13,Savings Transfer,INTERNAL XFER - SAVINGS,513.96,debit,33163.05,False
3351edaa-8,CUST247CF8,2026-02-15,Dining/Restaurants,POS - LOCAL RESTAURANT,158.56,debit,33004.49,False
acd7c9e6-4,CUST247CF8,2026-02-16,Healthcare,CLINIC VISIT FEE,847.67,debit,32156.82,False
10bf3bc3-5,CUST247CF8,2026-02-17,Healthcare,CLINIC VISIT FEE,16.98,debit,32139.84,False
344e0235-8,CUST247CF8,2026-02-19,Shopping,ONLINE STORE CHECKOUT,12.93,debit,32126.91,False
9b8c9023-d,CUST247CF8,2026-02-20,Groceries,SPINNEYS #677,826.48,debit,31300.43,False
5bb8281d-0,CUST247CF8,2026-02-20,Dining/Restaurants,POS - LOCAL RESTAURANT,178.11,debit,31122.32,False
69e843aa-3,CUST247CF8,2026-02-20,Savings Transfer,TRANSFER TO SAVINGS ACCT,599.15,debit,30523.17,False
4b40e755-6,CUST247CF8,2026-02-22,Groceries,SPINNEYS #635,387.89,debit,30135.28,False
33f415a8-1,CUST247CF8,2026-02-22,Groceries,CARREFOUR HYPERMARKET,373.57,debit,29761.71,False
f786f366-2,CUST247CF8,2026-02-22,Entertainment,CINEMA TICKET PURCHASE,135.78,debit,29625.93,False
10e37ba1-3,CUST247CF8,2026-02-24,Rent/Installment,ACH DEBIT - RENT PAYMENT,5229.54,debit,24396.39,False
e6132b15-e,CUST247CF8,2026-02-26,Subscriptions,GYM MEMBERSHIP AUTOPAY,464.96,debit,23931.43,False
a4e44e3d-9,CUST247CF8,2026-02-26,Healthcare,LAB TEST PAYMENT,5.0,debit,23926.43,False
d299dbe0-d,CUST247CF8,2026-02-27,Entertainment,NETFLIX PPV CHARGE,516.94,debit,23409.49,False
fecf0d2e-b,CUST247CF8,2026-02-27,Savings Transfer,INTERNAL XFER - SAVINGS,249.05,debit,23160.44,False
b13c25a0-b,CUST247CF8,2026-03-01,Transportation,FUEL STATION PURCHASE,111.99,debit,23048.45,False
da4098ec-6,CUST247CF8,2026-03-01,Entertainment,GAMING STORE PURCHASE,71.79,debit,22976.66,False
887f476d-d,CUST247CF8,2026-03-02,Salary,MONTHLY SALARY CREDIT,25900.0,credit,48876.66,False
adeae792-4,CUST247CF8,2026-03-04,Shopping,ONLINE STORE CHECKOUT,705.38,debit,48171.28,False
ba04155a-b,CUST247CF8,2026-03-07,Groceries,SPINNEYS #483,653.77,debit,47517.51,False
431031e9-7,CUST247CF8,2026-03-07,Savings Transfer,INTERNAL XFER - SAVINGS,340.11,debit,47177.4,False
16c0ae71-1,CUST247CF8,2026-03-09,Transportation,CAREEM RIDE,751.07,debit,46426.33,False
29283a42-8,CUST247CF8,2026-03-12,Groceries,POS PURCHASE - LOCAL MARKET,430.51,debit,45995.82,False
bd2bfd46-5,CUST247CF8,2026-03-13,Transportation,UBER *TRIP 812,136.98,debit,45858.84,False
beed3e94-4,CUST247CF8,2026-03-14,Groceries,CARREFOUR HYPERMARKET,1524.69,debit,44334.15,False
d067caac-b,CUST247CF8,2026-03-16,Dining/Restaurants,CAFE PURCHASE,1658.2,debit,42675.95,False
f365d10c-a,CUST247CF8,2026-03-16,Dining/Restaurants,MCDONALDS #584,262.82,debit,42413.13,False
19e72209-3,CUST247CF8,2026-03-18,Savings Transfer,INTERNAL XFER - SAVINGS,687.06,debit,41726.07,False
5ad3bc4d-9,CUST247CF8,2026-03-21,Transportation,CAREEM RIDE,189.99,debit,41536.08,False
f6972d36-3,CUST247CF8,2026-03-21,Shopping,ONLINE STORE CHECKOUT,41.88,debit,41494.2,False
c9215571-a,CUST247CF8,2026-03-22,Healthcare,CLINIC VISIT FEE,831.89,debit,40662.31,False
997c5827-7,CUST247CF8,2026-03-22,Healthcare,PHARMACY PURCHASE,101.09,debit,40561.22,False
a0050612-5,CUST247CF8,2026-03-23,Entertainment,GAMING STORE PURCHASE,1807.94,debit,38753.28,False
91c77bd2-5,CUST247CF8,2026-03-24,Groceries,CARREFOUR HYPERMARKET,34.63,debit,38718.65,False
a77e8ab2-2,CUST247CF8,2026-03-24,Subscriptions,NETFLIX.COM SUBSCRIPTION,469.55,debit,38249.1,False
1c7ff3d4-2,CUST247CF8,2026-03-24,Healthcare,CLINIC VISIT FEE,193.22,debit,38055.88,False
14c935c0-8,CUST247CF8,2026-03-24,Savings Transfer,TRANSFER TO SAVINGS ACCT,207.22,debit,37848.66,False
c411333b-3,CUST247CF8,2026-03-25,Groceries,POS PURCHASE - LOCAL MARKET,572.51,debit,37276.15,False
7f5ee67b-f,CUST247CF8,2026-03-26,Utilities,WATER CO. AUTOPAY,1526.3,debit,35749.85,False
90eb7135-b,CUST247CF8,2026-03-27,Rent/Installment,Home Loan Installment - AUTOPAY,5845.65,debit,29904.2,False
3b0814cc-7,CUST247CF8,2026-03-27,Healthcare,LAB TEST PAYMENT,15.68,debit,29888.52,False
ee436139-4,CUST247CF8,2026-04-02,Salary,MONTHLY SALARY CREDIT,25900.0,credit,55788.52,False
d4fa20a8-5,CUST247CF8,2026-04-02,Subscriptions,SPOTIFY AB,469.84,debit,55318.68,False
afcb9951-4,CUST247CF8,2026-04-03,Utilities,ELECTRICITY BILL PMT,1403.37,debit,53915.31,False
18d4df35-d,CUST247CF8,2026-04-04,Healthcare,PHARMACY PURCHASE,921.31,debit,52994.0,False
e816aa4d-d,CUST247CF8,2026-04-05,Transportation,CAREEM RIDE,248.33,debit,52745.67,False
80ce22cf-4,CUST247CF8,2026-04-05,Transportation,FUEL STATION PURCHASE,125.47,debit,52620.2,False
93652ffa-f,CUST247CF8,2026-04-07,Transportation,FUEL STATION PURCHASE,818.04,debit,51802.16,False
41a101df-d,CUST247CF8,2026-04-07,Entertainment,GAMING STORE PURCHASE,1401.81,debit,50400.35,False
9f1efa14-f,CUST247CF8,2026-04-09,Dining/Restaurants,MCDONALDS #601,122.09,debit,50278.26,False
8cc53708-6,CUST247CF8,2026-04-10,Dining/Restaurants,POS - LOCAL RESTAURANT,330.59,debit,49947.67,False
b0573865-0,CUST247CF8,2026-04-11,Shopping,MALL PURCHASE - POS,173.93,debit,49773.74,False
4cf6b069-3,CUST247CF8,2026-04-12,Groceries,SPINNEYS #183,695.03,debit,49078.71,False
1735e721-d,CUST247CF8,2026-04-13,Entertainment,CINEMA TICKET PURCHASE,64.52,debit,49014.19,False
8399a829-b,CUST247CF8,2026-04-15,Shopping,MALL PURCHASE - POS,69.66,debit,48944.53,False
8755dcde-b,CUST247CF8,2026-04-16,Shopping,AMAZON.EG ORDER,395.45,debit,48549.08,False
7320dc56-5,CUST247CF8,2026-04-16,Healthcare,CLINIC VISIT FEE,173.86,debit,48375.22,False
003a807e-9,CUST247CF8,2026-04-16,Savings Transfer,TRANSFER TO SAVINGS ACCT,299.4,debit,48075.82,False
4209d181-a,CUST247CF8,2026-04-17,Shopping,ONLINE STORE CHECKOUT,128.54,debit,47947.28,False
3afa8970-8,CUST247CF8,2026-04-19,Dining/Restaurants,POS - LOCAL RESTAURANT,1206.7,debit,46740.58,False
c65c1a85-1,CUST247CF8,2026-04-20,Savings Transfer,INTERNAL XFER - SAVINGS,530.1,debit,46210.48,False
b2b1c7bf-a,CUST247CF8,2026-04-21,Entertainment,GAMING STORE PURCHASE,290.34,debit,45920.14,False
0516c7f0-3,CUST247CF8,2026-04-23,Rent/Installment,ACH DEBIT - RENT PAYMENT,5685.05,debit,40235.09,False
3888adec-9,CUST247CF8,2026-04-23,Transportation,CAREEM RIDE,81.73,debit,40153.36,False
5a2a5db9-e,CUST247CF8,2026-04-23,Savings Transfer,INTERNAL XFER - SAVINGS,377.99,debit,39775.37,False
2e0501f9-4,CUST247CF8,2026-04-26,Groceries,CARREFOUR HYPERMARKET,2284.39,debit,37490.98,False
93ce8e76-5,CUST247CF8,2026-05-01,Savings Transfer,INTERNAL XFER - SAVINGS,106.09,debit,37384.89,False
220654c6-6,CUST247CF8,2026-05-02,Salary,MONTHLY SALARY CREDIT,25900.0,credit,63284.89,False
5de20472-9,CUST247CF8,2026-05-02,Healthcare,CLINIC VISIT FEE,146.77,debit,63138.12,False
da40237f-c,CUST247CF8,2026-05-05,Transportation,UBER *TRIP 276,424.49,debit,62713.63,False
d2a0575d-6,CUST247CF8,2026-05-05,Savings Transfer,INTERNAL XFER - SAVINGS,427.65,debit,62285.98,False
d33728d8-3,CUST247CF8,2026-05-06,Transportation,CAREEM RIDE,568.07,debit,61717.91,False
